4086,4157,4166,4082,4044,4062,4042,4057,4136,4165
1111,1171,1039,1191,1146,1145,1099,1120,1166,1075
1472,1524,1499,1470,1478,1426,1469,1466,1534,1525
1506,1472,1466,1462,1471,1473,1446,1487,1398,1493
532,554,486,529,507,567,535,499,529,527
